#KEY	C23.fq	C25.fq	C28.fq	K05.fq	K23.fq	K25.fq
Trappc6b	298	272	353	379	118	267
Trappc8	611	734	722	903	181	527
Trappc9	351	339	332	619	725	329
Trarg1	20	16	11	5	12	21
Trat1	0	0	0	0	2	4
Trcg1	2	4	0	3	4	1
Trdmt1	37	59	72	54	19	42
Trdn	0	0	0	56	0	0
Treh	3	0	0	1	0	0
Trem1	59	54	51	77	6	78
Trem2	183	155	128	50	70	494
Trem3	1	3	0	8	0	4
Treml1	9	3	3	2	5	14
Treml2	17	59	27	31	11	126
Treml4	13	7	2	3	2	13
Trerf1	159	314	641	289	82	294
Trex1	0	0	0	0	0	0
Trex2	0	3	1	0	5	1
Trf	39949	10067	3767	4885	1404	7148
Trh	3	1	1	0	0	3
Trhde	0	0	0	0	1	0
Trhr	0	0	0	0	0	0
Trhr2	4	1	3	8	0	1
Triap1	145	122	143	151	105	191
Trib1	394	647	449	712	112	752
Trib2	268	997	655	150	51	185
Trib3	78	174	147	86	120	85
Tril	54	48	39	28	20	91
Trim10	3	9	9	26	1	4
Trim11	228	220	318	181	141	325
Trim12a	68	38	54	37	35	128
Trim12c	96	92	99	29	38	269
Trim13	45	39	54	44	21	58
Trim14	76	105	140	105	90	305
Trim15	6	22	24	180	15	35
Trim16	243	303	463	309	107	294
Trim17	5	14	12	3	1	15
Trim2	433	422	330	661	168	349
Trim21	38	69	47	39	28	149
Trim23	252	209	265	377	82	203
Trim24	416	544	330	531	295	336
Trim25	711	680	992	860	522	875
Trim26	492	416	534	879	122	581
Trim27	480	463	735	554	307	557
Trim28	1789	2344	2387	2466	880	2102
Trim29	13	44	7	17	21	55
Trim3	757	483	418	406	202	484
Trim30a	128	162	152	34	46	344
Trim30b	0	13	6	13	4	17
Trim30c	17	8	5	0	0	12
Trim30d	69	76	113	22	25	186
Trim30e-ps1	0	1	4	0	0	2
Trim31	0	0	0	0	0	0
Trim32	240	396	299	126	34	191
Trim33	1128	1191	1039	1746	174	625
Trim34a	49	39	38	21	33	111
Trim34b	1	2	0	0	2	0
Trim35	2107	1305	1821	1910	173	1329
Trim36	13	22	19	32	10	45
Trim37	126	255	484	280	83	252
Trim38	1	0	0	0	0	0
Trim39	209	256	311	162	238	241
Trim40	1	0	1	9	6	4
Trim41	369	326	462	340	268	516
Trim42	0	0	0	0	0	0
Trim43a	3	2	3	0	1	0
Trim43b	0	0	0	0	0	1
Trim43c	15	11	5	7	4	7
Trim44	1761	1507	1204	1764	602	1564
Trim45	93	58	80	100	19	36
Trim46	398	293	155	161	78	185
Trim47	264	324	767	336	167	567
Trim5	22	18	22	4	17	66
Trim50	0	0	0	0	5	1
Trim52	0	0	0	0	0	0
Trim54	1	0	0	70	1	0
Trim55	0	1	0	0	0	2
Trim56	273	383	227	165	40	200
Trim58	0	0	0	1	0	3
Trim59	391	469	843	800	3	170
Trim6	12	37	32	104	13	29
Trim60	0	0	0	0	0	0
Trim61	0	0	0	0	0	0
Trim62	52	37	40	26	34	74
Trim63	8	1	1	419	0	0
Trim65	90	93	162	62	38	149
Trim66	1	2	31	36	1	4
Trim67	2	3	0	5	11	5
Trim68	79	68	69	54	51	87
Trim69	1	6	0	0	0	0
Trim7	75	58	100	94	62	128
Trim71	5	7	1	38	0	0
Trim72	4	2	1	42	0	10
Trim75	0	0	1	0	0	0
Trim8	1360	1345	1640	1549	433	1119
Trim80	3	0	1	0	0	1
Trim9	7	2	6	11	0	10
Triml1	3	0	0	0	0	0
Triml2	0	0	0	0	0	0
Trio	1008	1288	1535	1728	164	992
Triobp	619	756	856	1099	194	556
Trip10	887	1209	1017	1340	235	738
Trip11	385	412	390	475	106	320
Trip12	2875	2787	3145	4010	548	2353
Trip13	81	168	275	301	6	62
Trip4	261	222	240	204	115	296
Trip6	643	873	590	674	181	541
Triqk	36	23	49	7	24	51
Trir	949	901	888	1246	607	936
Trit1	114	112	114	95	89	164
Trmo	33	71	63	28	26	62
Trmt1	614	605	677	959	459	473
Trmt10a	117	95	127	71	15	66
Trmt10b	92	109	92	45	43	73
Trmt10c	183	204	128	208	71	161
Trmt11	59	48	61	100	25	71
Trmt112	464	424	641	586	328	439
Trmt12	60	63	61	61	25	88
Trmt13	124	146	163	203	40	114
Trmt1l	224	213	252	107	67	252
Trmt2a	533	443	366	332	177	446
Trmt2b	188	207	186	148	90	188
Trmt44	98	96	96	88	21	134
Trmt5	95	94	129	121	17	87
Trmt6	306	278	299	514	107	302
Trmt61a	47	97	130	87	68	172
Trmt61b	35	53	53	63	38	53
Trmt9b	6	1	1	2	10	8
Trmu	95	90	86	144	77	85
Trnau1ap	199	151	239	226	137	166
Trnp1	73	12	21	9	39	65
Trnt1	451	480	474	848	203	429
Tro	202	29	66	45	11	42
Troap	36	91	201	190	2	24
Trp53	637	169	1531	865	137	830
Trp53bp1	711	880	833	641	180	676
Trp53bp2	331	394	474	478	153	478
Trp53cor1	4	2	4	0	5	10
Trp53i11	506	1581	1030	731	222	704
Trp53i13	169	103	197	82	71	131
Trp53inp1	1019	275	226	403	423	955
Trp53inp2	1435	742	593	790	205	1104
Trp53rka	164	166	128	130	89	206
Trp53rkb	29	44	38	36	28	43
Trp53tg5	6	8	6	7	4	7
Trp63	0	3	0	5	0	1
Trp73	0	0	0	0	1	10
Trpa1	3	1	85	0	1	0
Trpc1	36	68	15	175	7	57
Trpc2	0	0	0	0	0	0
Trpc3	9	11	8	15	7	13
Trpc4	1	1	0	0	0	2
Trpc4ap	1458	1219	1266	1733	862	1459
Trpc5	2	1	0	0	0	0
Trpc5os	0	0	0	0	0	0
Trpc6	23	39	7	9	3	42
Trpc7	0	0	1	0	2	1
Trpd52l3	0	0	0	0	0	0
Trpm1	4	3	0	2	4	0
Trpm2	117	54	53	75	22	118
Trpm3	8	7	13	12	11	1
Trpm4	282	241	172	209	822	473
Trpm5	3	1	0	14	121	123
Trpm6	119	158	210	235	3	31
Trpm7	1321	1011	954	1199	302	789
Trpm8	4	0	2	0	0	0
Trps1	284	366	455	110	33	267
Trpt1	61	24	44	55	74	63
Trpv1	0	0	0	0	0	0
Trpv2	91	80	70	37	29	226
Trpv3	0	4	0	4	5	3
Trpv4	58	377	53	15	70	172
Trpv5	0	0	0	2	0	0
Trpv6	1	7	0	0	5	33
Trrap	1800	2131	2007	1686	407	1141
Trub1	137	139	212	149	91	129
Trub2	284	261	235	274	94	258
Try10	0	0	0	0	2149	24
Try4	0	0	0	0	139604	108
Try5	5	0	1	1	401322	3216
Tsacc	14	1	15	13	14	28
Tsc1	551	569	434	585	214	356
Tsc2	1301	1019	1416	906	369	986
Tsc22d1	5933	4970	3262	7152	666	1934
Tsc22d2	721	653	604	1059	104	406
Tsc22d3	2929	592	1074	1085	592	555
Tsc22d4	814	993	641	671	357	817
Tsen15	85	101	106	67	36	105
Tsen2	102	86	122	97	40	81
Tsen34	584	530	648	512	238	648
Tsen54	129	124	129	122	164	151
Tsfm	93	106	192	202	84	180
Tsg101	502	512	505	786	269	635
Tsga10	16	38	49	23	10	42
Tsga10ip	2	0	1	0	43	1
Tsga13	0	0	1	0	0	0
Tsga8	0	0	0	0	0	0
Tshb	0	1	0	2	0	0
Tshr	1	0	0	0	0	1
Tshz1	354	486	614	762	172	341
Tshz2	935	1672	292	723	448	1256
Tshz3	137	90	102	80	23	155
Tsix	0	1	0	1	0	0
Tsks	0	0	0	0	1	5
Tsku	228	233	218	310	433	338
Tslp	1	1	0	0	5	10
Tslrn1	1	0	0	0	0	0
Tsn	726	866	910	970	202	699
Tsnax	758	788	721	818	235	663
Tsnaxip1	4	3	8	5	2	3
Tspan1	0	10	25	14	154	345
Tspan10	2	0	0	0	0	0
Tspan11	22	124	113	102	59	310
Tspan12	400	78	97	343	108	544
Tspan13	153	175	58	40	221	425
Tspan14	719	929	870	734	210	1027
Tspan15	358	332	76	747	284	388
Tspan17	444	242	132	208	72	235
Tspan18	216	223	117	122	68	338
Tspan2	90	253	125	281	81	148
Tspan2os	1	0	0	2	0	1
Tspan3	1276	1084	920	1190	277	1250
Tspan31	636	485	705	673	231	781
Tspan32	47	28	25	23	23	89
Tspan33	32	29	10	77	46	68
Tspan4	1759	1272	588	999	398	1193
Tspan5	271	260	166	291	142	260
Tspan6	117	82	104	33	29	165
Tspan7	270	441	280	629	98	333
Tspan8	1170	1354	811	2623	654	1370
Tspan9	1112	873	548	711	150	952
Tspear	0	1	0	0	0	1
Tspo	1540	1681	1930	3443	459	1753
Tspo2	0	3	0	6	1	2
Tspoap1	5	19	10	16	33	82
Tspy-ps	0	1	0	0	0	0
Tspyl1	392	372	545	553	150	644
Tspyl2	343	288	302	324	210	233
Tspyl3	58	38	19	25	14	76
Tspyl4	38	32	28	14	41	92
Tspyl5	12	7	38	8	6	24
Tsr1	490	512	975	638	245	666
Tsr2	170	186	227	220	91	216
Tsr3	146	152	207	193	93	148
Tssc4	190	155	189	155	143	216
Tssk1	3	2	0	0	10	3
Tssk2	1	0	1	0	0	1
Tssk3	3	1	0	0	0	1
Tssk4	20	19	13	6	6	16
Tssk5	0	1	0	1	0	0
Tssk6	41	11	28	7	14	32
Tst	165	109	35	60	160	87
Tstd1	18	36	15	3	74	70
Tstd2	334	554	542	311	106	386
Tstd3	51	29	70	26	9	51
Tsx	7	1	3	0	0	1
Ttbk1	0	0	0	0	0	13
Ttbk2	524	361	358	378	89	279
Ttc1	183	158	315	318	142	254
Ttc12	77	42	82	92	21	82
Ttc13	612	645	665	731	184	420
Ttc14	825	943	712	691	180	737
Ttc16	95	73	75	113	105	136
Ttc17	493	433	363	424	148	399
Ttc19	226	165	250	268	108	182
Ttc21a	3	0	0	0	0	4
Ttc21b	301	206	319	191	36	183
Ttc22	0	7	0	17	82	105
Ttc23	140	82	115	122	67	150
Ttc23l	0	1	0	0	0	0
Ttc24	0	0	0	0	0	0
Ttc25	2	4	1	2	38	9
Ttc26	74	79	118	29	19	74
Ttc27	227	281	311	185	74	222
Ttc28	352	265	314	189	95	402
Ttc29	0	0	0	1	0	0
Ttc3	1268	1216	1061	785	196	974
Ttc30a1	31	61	45	22	8	47
Ttc30a2	1	2	0	0	1	2
Ttc30b	106	58	62	102	34	69
Ttc32	39	32	53	71	42	54
Ttc33	209	228	230	295	81	219
Ttc34	0	0	0	0	0	2
Ttc36	236	7	4	7	64	0
Ttc37	394	383	399	416	66	280
Ttc38	182	107	83	95	205	98
Ttc39a	14	54	17	62	202	274
Ttc39aos1	7	5	4	27	44	63
Ttc39b	821	2631	1480	1289	155	534
Ttc39c	171	62	280	165	20	111
Ttc39d	0	0	0	0	0	0
Ttc4	233	207	240	214	135	258
Ttc41	7	6	16	2	11	15
Ttc5	365	375	340	477	152	414
Ttc6	12	0	4	1	0	1
Ttc7	298	619	449	243	321	750
Ttc7b	170	124	211	324	137	186
Ttc8	136	105	151	116	55	94
Ttc9	515	251	170	175	43	254
Ttc9b	0	0	0	0	0	0
Ttc9c	427	428	585	351	112	454
Ttf1	248	222	248	155	62	250
Ttf2	171	232	435	305	40	216
Tti1	325	295	298	246	70	274
Tti2	303	347	351	486	118	265
Ttk	31	100	159	108	0	29
Ttl	322	249	355	368	41	200
Ttll1	111	86	153	110	38	105
Ttll10	7	33	0	11	70	38
Ttll11	12	21	7	35	17	16
Ttll12	454	493	633	899	67	401
Ttll13	2	6	9	6	10	6
Ttll2	0	0	0	0	0	0
Ttll3	73	100	86	68	24	61
Ttll4	430	585	658	545	164	459
Ttll5	276	333	539	254	73	225
Ttll6	0	1	0	1	0	3
Ttll7	313	335	280	508	31	142
Ttll8	1	0	0	0	6	0
Ttll9	0	0	1	0	2	5
Ttn	19	17	26	1459	1	25
Ttpa	260	2	2	0	34	13
Ttpal	518	311	443	291	91	337
Ttr	3768	9	2	222	416	57
Ttyh1	17	27	17	6	201	44
Ttyh2	437	372	389	597	85	438
Ttyh3	1517	1627	1311	1345	286	1797
Tub	2	2	6	0	3	13
Tuba1a	2096	1491	3013	3645	337	2048
Tuba1b	2039	3142	5690	4567	332	2535
Tuba1c	905	1089	2466	2674	247	1164
Tuba3a	0	2	0	1	0	1
Tuba3b	0	0	0	0	0	0
Tuba4a	454	1009	884	2281	365	514
Tuba8	2	4	9	33	2	6
Tubal3	1	0	0	2	5	3
Tubb1	3	4	2	5	2	0
Tubb2a	530	352	416	440	87	516
Tubb2a-ps2	2	1	1	3	2	0
Tubb2b	586	439	596	1262	36	449
Tubb3	123	106	341	117	16	59
Tubb4a	63	39	8	12	20	35
Tubb4b	1343	1840	2289	3661	501	1810
Tubb5	5461	6611	12751	9557	868	5463
Tubb6	716	1055	2444	2385	101	873
Tubd1	35	29	46	9	16	57
Tube1	11	29	36	17	2	28
Tubg1	231	174	460	372	74	168
Tubg2	30	14	20	15	14	15
Tubgcp2	243	330	416	457	108	316
Tubgcp3	400	412	480	465	127	350
Tubgcp4	400	518	577	510	117	408
Tubgcp5	177	200	191	179	59	185
Tubgcp6	405	385	531	488	162	367
Tufm	439	503	617	545	171	666
Tuft1	849	523	280	777	81	327
Tug1	776	1165	1068	767	284	936
Tulp1	7	3	4	2	5	14
Tulp2	10	8	1	13	6	12
Tulp3	383	321	494	320	39	243
Tulp4	1233	1331	1364	678	129	616
Tunar	0	0	0	0	0	0
Tusc1	91	41	95	92	26	85
Tusc2	197	138	171	145	153	246
Tusc3	752	866	835	1091	145	629
Tut1	324	310	376	276	154	280
Tut4	224	341	450	286	137	458
Tut7	1657	930	1168	1391	300	981
Tvp23a	195	193	156	141	119	310
Tvp23b	244	182	242	228	166	374
Twf1	862	972	1192	2421	439	1054
Twf2	276	222	198	160	99	423
Twist1	154	104	567	340	14	132
Twist2	11	28	14	103	6	9
Twistnb	168	199	219	274	55	175
Twnk	510	496	538	463	233	431
Twsg1	2107	1115	1228	1142	251	1064
Txk	1	1	2	7	5	6
Txlna	868	656	1035	604	309	897
Txlnb	6	2	1	51	6	12
Txlng	155	194	166	224	83	167
Txn1	1552	2250	3110	2283	416	1214
Txn2	687	694	766	1018	416	723
Txndc11	390	359	313	285	274	360
Txndc12	325	285	417	207	136	322
Txndc15	520	406	356	502	176	406
Txndc16	207	149	103	96	75	249
Txndc17	446	349	691	775	230	530
Txndc2	1	0	2	0	0	1
Txndc5	2743	2710	2963	1907	699	2458
Txndc8	0	0	0	0	0	0
Txndc9	324	497	490	569	177	407
Txnip	2486	1517	1484	1007	6766	4447
Txnl1	1123	1146	1132	1457	318	680
Txnl4a	230	225	288	241	37	135
Txnl4b	78	61	61	71	49	72
Txnrd1	969	1153	1613	3486	338	1477
Txnrd2	160	149	118	158	88	175
Txnrd3	174	165	96	399	52	123
Tyk2	555	406	523	367	170	607
Tymp	18	4	14	12	9	3
Tyms	140	219	444	355	34	156
Tyms-ps	0	2	0	0	0	0
Tyr	0	0	0	0	0	0
Tyro3	214	138	182	128	116	208
Tyrobp	517	310	334	217	152	1082
Tyrp1	0	0	0	0	0	0
Tysnd1	205	153	244	182	215	285
Tyw1	251	208	386	342	119	275
Tyw3	69	41	76	40	13	65
Tyw5	60	100	77	142	27	80
U2af1	312	458	645	529	198	444
U2af1l4	120	106	119	118	91	146
U2af2	935	1192	1287	1586	451	1381
U2surp	512	776	627	713	188	610
U90926	0	2	0	0	0	1
Uaca	624	738	453	1024	207	573
Uap1	409	805	632	805	275	707
Uap1l1	516	528	221	700	254	513
Uba1	3024	3999	4262	5152	871	3335
Uba1y	0	0	0	0	0	0
Uba2	617	768	985	939	191	809
Uba3	1150	894	987	1660	110	529
Uba5	446	484	376	479	356	454
Uba52	3602	3659	4438	6814	4822	3521
Uba6	322	427	539	309	41	194
Uba7	197	231	157	129	94	461
Ubac1	292	200	331	290	91	227
Ubac2	350	354	321	484	177	308
Ubald1	447	337	280	318	250	488
Ubald2	318	346	687	653	247	513
Ubap1	477	809	602	613	161	478
Ubap1l	6	8	9	6	10	6
Ubap2	840	1658	1700	860	286	887
Ubap2l	2526	1787	2562	2549	377	1576
Ubash3a	3	4	1	0	1	47
Ubash3b	135	165	340	305	18	232
Ubb	4744	3261	5760	5420	2884	5214
Ubb-ps	99	70	105	869	81	368
Ubc	1219	878	949	1250	422	825
Ubd	1	4	0	0	1	28
Ube2a	229	248	290	368	145	249
Ube2b	836	680	965	898	421	874
Ube2c	195	452	1056	784	6	146
Ube2cbp	18	31	24	56	15	29
Ube2d-ps	47	77	79	72	45	68
Ube2d1	160	206	311	222	73	297
Ube2d2a	1097	883	1086	1356	431	996
Ube2d2b	1	0	0	4	0	2
Ube2d3	2786	2509	2811	5052	928	2280
Ube2dnl1	1	0	0	0	0	0
Ube2dnl2	0	0	0	0	0	0
Ube2e1	382	348	362	601	161	408
Ube2e2	279	206	139	407	60	152
Ube2e3	746	615	534	861	235	588
Ube2f	302	402	368	406	190	453
Ube2g1	553	470	602	803	220	527
Ube2g2	456	342	552	522	221	615
Ube2h	2257	1362	1064	1356	402	1265
Ube2i	1732	1877	2405	1940	545	1725
Ube2j1	803	1005	1186	1103	420	860
Ube2j2	478	400	589	708	261	516
Ube2k	535	563	650	780	263	545
Ube2l3	1362	1261	982	1145	402	1269
Ube2l6	146	134	111	130	44	321
Ube2m	632	614	812	963	339	658
Ube2n	491	552	763	953	182	821
Ube2o	364	400	486	499	190	322
Ube2q1	926	816	960	988	314	814
Ube2q2	608	731	335	430	155	441
Ube2ql1	3	8	54	20	1	13
Ube2r2	1352	1612	1606	1168	377	1105
Ube2s	393	735	1011	1043	162	572
Ube2t	13	84	127	60	1	28
Ube2u	8	0	0	0	0	0
Ube2v1	560	512	553	809	257	516
Ube2v2	69	114	61	51	22	72
Ube2w	351	368	297	314	130	357
Ube2z	1114	1031	1642	1414	536	1389
Ube3a	899	871	826	936	234	768
Ube3b	1188	978	1045	1316	376	866
Ube3c	775	814	980	1101	131	621
Ube4a	864	659	761	445	315	680
Ube4b	1044	817	1310	883	373	795
Ube4bos3	118	84	121	67	22	74
Ubfd1	478	413	562	354	148	590
Ubiad1	110	121	167	126	36	145
Ubl3	757	836	832	903	307	860
Ubl4a	144	118	93	110	136	166
Ubl4b	0	0	0	0	0	0
Ubl5	579	421	616	516	338	638
Ubl7	336	262	238	339	221	374
Ublcp1	242	102	235	126	92	159
Ubn1	829	738	537	522	211	679
Ubn2	812	779	745	560	265	632
Ubox5	67	109	116	63	32	98
Ubp1	1152	981	885	1118	500	1011
Ubqln1	1275	1427	1731	2289	447	1228
Ubqln2	448	639	938	815	234	583
Ubqln3	0	0	0	0	0	0
Ubqln4	926	1019	1195	1317	318	677
Ubqln5	0	0	0	0	0	0
Ubqlnl	0	0	0	0	0	0
Ubr1	771	586	500	631	180	569
Ubr2	1057	1138	1445	1197	444	932
Ubr3	1283	1190	950	1835	434	837
Ubr4	3399	2554	3048	2794	850	1999
Ubr5	2288	2615	2342	3549	548	1610
Ubr7	341	349	413	455	161	333
Ubtd1	326	245	548	201	104	341
Ubtd2	336	285	509	289	60	331
Ubtf	1689	1347	1817	1605	874	1568
Ubtfl1	0	0	0	0	0	0
Ubxn1	1086	915	1306	1641	524	880
Ubxn10	1	5	0	0	13	16
Ubxn11	9	7	10	9	13	28
Ubxn2a	356	344	320	593	411	673
Ubxn2b	81	55	135	36	37	116
Ubxn4	871	934	1060	1309	371	871
Ubxn6	594	503	796	705	564	561
Ubxn7	946	713	529	569	188	468
Ubxn8	361	343	472	627	122	274
Uchl1	214	85	217	15	37	73
Uchl1os	49	22	49	9	8	30
Uchl3	140	169	142	375	79	213
Uchl4	3	6	0	6	0	7
Uchl5	180	306	276	400	143	265
Uck1	459	389	343	413	78	302
Uck2	434	660	934	940	169	425
Uckl1	387	297	292	446	105	327
Uckl1os	137	68	103	160	32	114
Ucma	0	0	0	0	0	0
Ucn	0	0	0	0	0	0
Ucn2	2	2	5	7	8	4
Ucn3	0	1	0	0	11	14
Ucp1	0	1	0	3	0	1
Ucp2	2016	2040	1572	1462	2227	6019
Ucp3	0	1	0	22	1	0
Uevld	185	248	286	341	76	253
Ufc1	529	522	486	845	541	566
Ufd1	456	459	313	544	248	317
Ufl1	247	263	502	263	221	273
Ufm1	519	464	574	821	506	565
Ufsp1	28	14	17	28	37	33
Ufsp2	280	326	314	353	124	273
Ugcg	805	1727	1106	1370	234	1166
Ugdh	2085	2301	2004	6143	160	601
Uggt1	1179	1377	1550	1138	609	1130
Uggt2	173	69	29	57	34	88
Ugp2	497	1096	578	810	270	634
Ugt1a1	65	4	4	3	1	2
Ugt1a10	0	0	0	0	0	0
Ugt1a2	0	1	0	2	0	0
Ugt1a5	6	2	0	0	0	0
Ugt1a6a	64	77	28	89	42	38
Ugt1a6b	17	6	0	5	1	0
Ugt1a7c	447	180	168	638	30	180
Ugt1a8	0	0	0	0	0	0
Ugt1a9	0	0	0	0	0	0
Ugt2a1	0	0	0	0	0	0
Ugt2a2	0	0	0	0	0	0
Ugt2a3	34	1	0	13	3	9
Ugt2b1	3	1	0	0	1	0
Ugt2b34	866	622	25	2231	392	289
Ugt2b35	80	40	0	43	73	30
Ugt2b36	132	4	0	1	1	0
Ugt2b37	0	0	0	0	0	0
Ugt2b38	0	0	0	0	0	1
Ugt2b5	80	6	0	1	0	0
Ugt3a1	10	0	0	0	0	0
Ugt3a2	197	0	0	0	0	0
Ugt8a	0	1	5	3	10	32
Uhmk1	1008	1539	994	872	343	1148
Uhrf1	170	698	1341	484	18	273
Uhrf1bp1	415	351	391	248	111	298
Uhrf1bp1l	815	645	1259	1467	199	579
Uhrf2	1052	1033	1240	990	111	517
Uimc1	328	217	296	358	185	306
Ulbp1	26	147	218	18	1	47
Ulk1	1054	675	658	804	369	704
Ulk2	646	472	735	693	145	716
Ulk3	231	258	107	250	90	209
Ulk4	34	31	20	17	5	36
Umad1	76	66	94	69	42	99
Umod	0	0	0	0	31	7
Umodl1	0	0	0	0	0	0
Umps	166	324	315	286	132	340
Unc119	124	148	128	90	49	238
Unc119b	615	703	682	792	197	595
Unc13a	158	427	115	446	29	36
Unc13b	235	540	278	390	175	556
Unc13c	98	97	17	132	0	1
Unc13d	30	129	100	313	40	237
Unc45a	424	416	414	523	210	559
Unc45b	26	39	28	50	48	39
Unc45bos	4	8	6	10	17	11
Unc50	348	292	358	362	191	313
Unc5a	39	34	32	26	259	139
Unc5b	2170	1689	2223	1656	193	650
Unc5c	22	64	10	156	6	110
Unc5cl	0	10	4	0	3	46
Unc5d	0	0	0	0	0	0
Unc79	3	0	0	0	18	9
Unc80	1	0	0	1	39	26
Unc93a	3	0	0	5	0	0
Unc93a2	0	0	0	0	0	0
Unc93b1	725	657	343	277	323	2092
Uncx	1	0	0	0	0	0
Ung	28	86	106	69	38	90
Unk	271	287	417	295	126	295
Unkl	230	197	243	167	97	175
Uox	625	5	18	0	4	1
Upb1	100	2	0	1	15	16
Upf1	1335	1224	1420	1230	473	1179
Upf2	494	491	480	468	196	420
Upf3a	278	291	268	369	174	251
Upf3b	201	287	257	294	221	214
Upk1a	1	6	5	1	2	1
Upk1b	69	11	7	15	0	4
Upk2	0	0	0	0	0	0
Upk3a	0	0	0	0	0	0
Upk3b	73	19	5	4	0	11
Upk3bl	1	18	2	11	1	2
Upp1	87	352	678	866	82	153
Upp2	29	17	19	11	7	17
Uprt	351	612	634	788	68	476
Uqcc1	275	248	228	267	114	222
Uqcc2	209	195	363	261	100	164
Uqcc3	147	88	123	157	136	183
Uqcr10	258	308	467	514	276	361
Uqcr11	268	211	365	523	300	363
Uqcrb	416	340	428	661	163	450
Uqcrc1	949	1014	1195	1674	643	1343
Uqcrc2	571	694	674	908	501	808
Uqcrfs1	675	686	870	1535	549	774
Uqcrh	767	452	731	741	1069	861
Uqcrq	592	346	587	703	501	596
Urad	41	0	0	0	0	0
Urah	56	81	22	116	141	109
Urb1	203	238	166	157	59	155
Urb2	240	358	363	407	78	199
Urgcp	430	488	1000	671	163	403
Uri1	421	404	394	561	289	674
Urm1	417	269	300	379	120	237
Urml	0	33	0	1	0	0
Uroc1	47	0	0	0	0	0
Urod	350	264	346	310	195	293
Uros	82	80	96	43	28	67
Usb1	328	235	255	293	89	264
Use1	464	372	570	685	806	570
Usf1	582	523	423	488	317	595
Usf2	449	399	398	510	415	669
Usf3	486	512	356	368	129	468
Ush1c	0	2	0	0	12	10
Ush1g	12	44	1	64	6	47
Ush2a	1	0	0	0	3	0
Ushbp1	155	155	76	46	76	170
Uso1	1084	903	1247	1469	618	964
Usp1	348	442	867	496	166	438
Usp10	558	851	808	741	225	666
Usp11	187	119	495	134	22	102
Usp12	621	683	590	654	165	574
Usp13	39	36	40	75	1	23
Usp14	721	871	980	1364	136	649
Usp15	412	439	637	882	212	585
Usp16	487	400	281	382	186	411
Usp17la	0	0	2	1	0	0
Usp17lb	0	0	0	0	0	0
Usp17lc	0	1	0	0	0	0
Usp17ld	0	0	0	0	0	0
Usp17le	0	1	0	1	0	1
Usp18	15	56	62	28	4	71
Usp19	1613	1318	1328	1565	539	1465
Usp2	74	34	44	52	132	69
Usp20	713	358	272	265	179	250
Usp21	362	421	400	250	97	361
Usp22	1253	1128	1817	2395	257	1231
Usp24	1566	754	1086	1214	282	861
Usp25	665	576	519	709	142	612
Usp26	0	0	0	0	0	0
Usp27x	60	68	54	72	14	63
Usp28	172	179	199	269	36	149
Usp29	0	0	0	20	5	2
Usp3	509	441	310	773	315	557
Usp30	239	254	227	352	125	208
Usp31	231	318	395	318	77	235
Usp32	495	376	607	546	139	377
Usp33	705	637	774	1059	275	650
Usp34	1530	3803	2209	1670	397	1273
Usp35	243	146	87	91	47	177
Usp36	340	383	573	474	305	466
Usp37	205	364	315	244	61	254
Usp38	425	404	356	418	132	317
Usp39	350	404	406	418	92	329
Usp4	785	721	861	993	292	915
Usp40	338	385	407	228	67	366
Usp42	251	324	380	201	61	256
Usp43	114	130	362	755	66	224
Usp44	15	27	30	77	53	20
Usp45	269	193	429	230	62	227
Usp46	214	315	302	326	88	219
Usp47	1349	1122	1338	1539	470	1103
Usp48	829	709	1114	853	474	848
Usp49	14	20	13	7	9	13
Usp5	1262	847	1289	1794	296	955
Usp50	1	3	0	0	0	1
Usp51	7	2	1	0	14	2
Usp53	403	462	240	657	71	187
Usp54	556	290	328	207	81	152
Usp6nl	469	652	574	975	85	361
Usp7	1699	1649	1082	1617	529	1310
Usp8	907	885	886	985	281	820
Usp9x	1978	2136	2210	3017	330	1445
Usp9y	0	0	0	0	0	0
Uspl1	327	471	407	312	115	293
Ust	91	63	240	101	30	73
Utf1	0	0	0	0	0	3
Utp11	235	193	354	221	69	253
Utp14a	133	205	198	245	212	258
Utp14b	64	83	51	218	7	39
Utp15	272	362	371	504	74	264
Utp18	204	239	401	387	147	271
Utp20	288	386	668	711	117	487
Utp23	122	121	166	108	48	131
Utp25	146	199	183	186	83	172
Utp3	315	375	439	467	169	434
Utp4	403	458	482	687	127	268
Utp6	346	382	616	494	134	457
Utrn	1281	1186	1330	1473	366	1141
Uts2	0	2	3	16	4	6
Uts2b	4	3	1	0	0	2
Uts2r	0	0	0	0	0	0
Uty	383	301	37	238	69	229
Uvrag	300	276	229	363	117	453
Uvssa	239	160	254	254	116	176
Uxs1	392	443	401	746	96	364
Uxt	43	37	61	58	64	68
V1ra8	0	1	0	0	0	0
V1rd18	0	0	0	0	0	0
V1rd19	0	0	0	0	0	0
Vac14	401	464	434	481	182	408
Vamp1	62	54	34	38	58	104
Vamp2	529	380	583	714	390	520
Vamp3	631	543	690	828	161	754
Vamp4	261	333	359	304	103	276
Vamp5	258	232	208	259	53	200
Vamp7	222	280	252	253	54	273
Vamp8	858	562	544	809	656	778
Vamp9	2	1	1	0	0	1
Vangl1	238	286	514	521	76	252
Vangl2	220	221	242	118	46	244
Vapa	1083	1101	1451	1567	474	820
Vapb	1525	1075	1068	1690	436	986
